Age,Gender,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,PerformanceRating
43,0,1,1,3,4,33,3,2,4,4,0,13,2,0.42857142857142855,2,2,0.25,2,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
34,1,2,1,2,2,83,2,1,4,1,1,13,4,0.21428571428571427,3,3,0.30000000000000004,5,1,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
41,1,2,9,1,3,96,3,3,3,3,1,13,3,0.42857142857142855,2,3,0.45,7,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
45,1,2,20,3,2,95,1,3,1,2,1,18,2,0.8571428571428571,2,3,0.35000000000000003,7,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
31,0,2,10,2,3,86,3,2,4,2,1,11,4,0.2857142857142857,2,3,0.25,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
46,0,2,2,3,3,75,1,4,2,3,1,12,2,1.0,2,2,0.35000000000000003,7,7,7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
28,0,2,2,4,2,81,3,2,2,1,1,20,1,0.2857142857142857,2,3,0.4,7,7,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29,0,2,9,3,2,52,1,1,2,1,0,13,3,0.07142857142857142,3,3,0.1,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
41,0,2,7,2,4,42,3,2,3,6,0,14,2,0.2857142857142857,6,3,0.1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
49,1,2,8,4,4,56,2,4,2,6,0,17,2,0.7857142857142857,3,3,0.45,8,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
31,1,1,20,3,1,66,3,3,3,3,0,12,1,0.42857142857142855,2,3,0.05,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
55,1,1,18,4,3,62,3,2,2,3,1,14,4,0.6071428571428571,3,3,0.4,7,6,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
40,1,2,1,2,2,57,1,2,4,2,1,22,3,0.21428571428571427,2,2,0.2,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
26,0,1,1,2,1,71,1,1,4,3,0,14,1,0.17857142857142855,2,3,0.1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
32,0,1,13,3,3,77,2,1,2,1,0,20,3,0.07142857142857142,2,3,0.1,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
38,0,2,1,3,4,80,3,3,1,1,0,13,2,0.5357142857142857,3,3,0.75,12,5,11,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
41,0,2,28,4,1,60,2,4,2,0,0,23,3,0.75,3,3,1.0,7,0,10,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
31,0,1,1,5,3,100,4,3,2,1,0,11,1,0.3571428571428571,2,3,0.5,8,4,7,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
33,1,2,7,3,3,49,3,3,3,0,0,11,4,0.5,3,4,0.65,9,3,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
47,0,1,3,3,4,49,3,4,3,9,1,12,4,1.0,2,2,0.25,2,11,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
39,0,0,21,4,1,32,1,2,3,6,0,19,3,0.3571428571428571,1,3,0.15000000000000002,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
40,0,2,12,3,2,47,3,2,1,2,0,12,2,0.5357142857142857,3,3,0.35000000000000003,4,7,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
43,1,1,21,3,4,61,3,1,4,7,0,20,1,0.2857142857142857,1,3,0.15000000000000002,2,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30,0,1,8,3,3,66,2,1,4,6,0,11,3,0.21428571428571427,0,2,0.2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
42,1,2,29,3,2,98,3,2,2,1,0,13,4,0.3571428571428571,3,2,0.45,8,7,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
34,1,2,8,3,2,82,4,2,3,2,0,12,1,0.21428571428571427,3,4,0.2,3,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
30,0,1,3,3,3,71,3,1,3,1,0,20,3,0.03571428571428571,2,3,0.05,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41,1,2,5,5,2,90,4,1,3,2,1,12,1,0.25,5,2,0.2,2,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
46,0,2,18,3,3,87,3,2,3,2,0,14,3,0.6785714285714285,5,2,0.5,7,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
50,0,1,12,3,3,77,3,3,4,4,0,11,4,0.5714285714285714,3,3,0.1,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29,0,2,28,4,4,73,2,1,1,1,0,14,2,0.17857142857142855,3,1,0.25,4,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
34,1,2,2,3,4,60,3,2,4,1,0,22,3,0.21428571428571427,5,3,0.30000000000000004,5,1,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
25,0,2,2,3,3,82,3,1,2,4,0,14,3,0.21428571428571427,3,3,0.1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
58,0,2,1,3,4,76,3,5,1,3,1,21,3,0.3571428571428571,3,3,0.45,8,1,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
27,1,2,9,3,4,44,3,2,4,1,0,14,1,0.25,5,3,0.35000000000000003,7,0,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
36,1,2,7,4,2,65,3,1,4,2,0,18,3,0.2857142857142857,6,3,0.30000000000000004,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
27,0,1,22,3,1,58,2,1,2,1,0,12,1,0.03571428571428571,2,3,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
39,1,2,6,3,4,38,4,3,3,2,0,11,1,0.39285714285714285,3,3,0.35000000000000003,6,7,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
26,1,2,10,3,3,46,3,2,4,1,0,13,1,0.17857142857142855,4,3,0.25,3,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
35,1,2,1,5,3,94,3,3,2,1,0,13,1,0.3571428571428571,3,3,0.5,8,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
27,1,2,11,1,2,91,3,1,1,0,0,14,2,0.21428571428571427,3,4,0.25,0,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
33,1,1,7,2,4,36,3,2,3,1,0,20,3,0.3214285714285714,2,3,0.45,7,2,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
38,0,1,8,3,4,58,2,2,2,1,1,16,3,0.7142857142857142,3,3,1.0,11,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
35,1,2,11,4,4,43,3,1,3,7,1,11,3,0.17857142857142855,3,3,0.1,2,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
19,1,2,21,3,4,37,2,1,2,1,1,13,2,0.03571428571428571,3,4,0.05,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
47,0,2,4,3,3,92,2,3,2,8,1,12,3,1.0,4,3,0.25,11,14,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
31,1,2,11,2,3,80,3,2,1,1,1,12,4,0.21428571428571427,2,2,0.30000000000000004,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
34,1,2,19,2,2,93,3,1,4,0,0,11,3,0.10714285714285714,2,3,0.1,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
32,0,1,16,1,2,72,1,1,1,1,1,22,2,0.3571428571428571,5,3,0.5,2,6,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
45,0,0,9,4,2,65,2,2,3,1,0,13,4,0.5357142857142857,2,3,0.75,10,4,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
34,0,2,27,2,4,95,3,1,2,2,0,15,4,0.3214285714285714,3,3,0.15000000000000002,2,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
31,1,2,2,1,2,77,3,2,4,4,1,13,3,0.3571428571428571,2,4,0.30000000000000004,5,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29,0,2,1,3,4,87,2,4,4,3,0,14,2,0.3214285714285714,2,2,0.35000000000000003,7,1,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
38,0,2,7,4,4,46,2,2,4,0,0,20,1,0.2857142857142857,2,3,0.35000000000000003,7,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
31,1,1,3,4,2,73,3,3,3,9,0,12,1,0.3214285714285714,3,3,0.1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
30,1,2,7,3,2,48,2,1,2,1,0,12,2,0.21428571428571427,3,2,0.30000000000000004,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,1,0,16,2,3,74,3,1,3,9,0,16,2,0.21428571428571427,0,3,0.2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
36,0,2,3,4,1,99,3,2,2,3,1,16,4,0.5357142857142857,3,3,0.25,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
27,0,1,3,1,4,71,4,2,4,1,1,20,2,0.21428571428571427,3,3,0.30000000000000004,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
38,0,1,2,4,1,75,4,2,1,6,1,12,4,0.6071428571428571,2,3,0.75,7,4,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
35,1,2,10,3,2,45,3,1,4,1,0,20,1,0.10714285714285714,4,2,0.15000000000000002,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
49,0,2,1,2,3,90,2,4,3,7,1,12,4,0.8928571428571428,2,3,0.35000000000000003,1,0,7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
44,1,1,24,3,4,43,3,1,3,3,1,22,4,0.6785714285714285,0,1,0.05,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
41,1,1,9,3,1,64,3,5,3,2,0,17,2,0.75,2,4,0.9,16,0,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20,0,1,9,3,4,54,3,1,4,1,1,14,2,0.07142857142857142,3,3,0.1,2,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
29,1,2,13,2,4,46,2,2,2,4,1,13,1,0.3571428571428571,2,3,0.2,3,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
27,1,0,3,3,3,79,2,1,3,1,1,15,4,0.03571428571428571,2,2,0.05,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
36,0,1,18,1,2,73,3,1,4,1,0,13,1,0.2857142857142857,2,3,0.4,1,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
36,1,1,3,3,3,46,3,1,2,1,0,12,3,0.42857142857142855,2,2,0.55,10,0,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
24,1,2,21,2,3,57,2,1,1,0,0,14,2,0.07142857142857142,3,3,0.05,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
39,0,2,3,3,3,44,4,2,2,9,0,15,3,0.42857142857142855,3,1,0.4,3,3,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
31,0,2,8,5,1,93,3,4,2,3,0,11,3,0.3214285714285714,3,4,0.15000000000000002,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
26,0,2,25,1,3,61,3,1,3,1,0,23,4,0.2857142857142857,3,3,0.4,7,5,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
37,0,2,10,3,3,42,4,3,4,1,1,25,1,0.5714285714285714,2,3,0.8,11,6,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
36,1,1,18,4,3,81,4,1,4,4,0,18,4,0.14285714285714285,2,3,0.05,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
28,1,2,9,4,2,92,3,2,4,1,0,16,4,0.25,1,3,0.35000000000000003,5,0,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
43,1,2,25,3,3,79,2,3,4,5,0,13,3,0.6428571428571428,5,3,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
24,0,1,2,1,1,32,3,1,4,1,1,13,3,0.21428571428571427,2,3,0.30000000000000004,3,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,1,2,25,4,1,87,3,1,4,1,1,24,3,0.03571428571428571,2,1,0.05,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
47,1,2,5,5,4,42,3,5,3,4,0,11,2,0.75,2,3,0.15000000000000002,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
35,0,0,2,4,4,61,3,2,1,2,0,11,1,0.5714285714285714,2,4,0.05,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
50,0,2,28,3,4,43,3,4,1,4,1,11,2,0.8928571428571428,2,3,0.15000000000000002,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
27,1,2,2,4,2,41,3,1,2,1,0,11,3,0.21428571428571427,3,2,0.25,3,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
37,1,2,1,4,1,46,2,3,3,5,0,11,3,0.6071428571428571,2,1,0.7000000000000001,1,11,7,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
38,1,1,2,2,4,42,3,1,4,1,1,23,3,0.03571428571428571,3,3,0.05,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50,1,1,1,4,2,94,3,2,3,7,0,12,4,0.42857142857142855,3,3,0.30000000000000004,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
55,1,0,2,1,3,40,2,4,1,7,0,15,2,0.3571428571428571,3,4,0.45,7,6,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
34,1,2,2,4,4,84,2,2,1,6,0,13,2,0.46428571428571425,3,3,0.55,9,5,9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
34,1,1,11,3,3,56,2,2,2,4,0,11,4,0.5,5,4,0.5,9,1,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
38,0,2,3,5,4,32,3,2,3,3,1,20,2,0.6785714285714285,2,3,0.15000000000000002,2,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
56,0,2,4,4,4,92,3,5,1,4,0,13,4,1.0,2,3,0.25,2,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
36,0,2,3,2,1,39,3,1,4,5,0,22,1,0.25,2,3,0.05,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
43,0,2,9,3,1,85,1,2,3,8,0,13,2,0.25,2,2,0.2,3,1,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
42,1,2,6,3,3,83,3,3,1,9,0,13,2,0.6428571428571428,3,4,0.65,7,5,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
26,1,2,16,4,1,45,3,1,2,2,1,13,4,0.17857142857142855,2,3,0.15000000000000002,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
31,0,0,20,2,4,45,3,2,3,1,0,13,4,0.3214285714285714,2,2,0.45,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
23,1,1,9,3,4,33,3,1,1,1,0,19,1,0.03571428571428571,3,2,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
47,1,1,16,4,3,64,4,2,3,1,1,19,3,0.7142857142857142,3,4,0.9500000000000001,10,2,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
42,1,1,5,2,2,97,3,1,3,4,0,17,4,0.2857142857142857,4,3,0.1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
44,0,2,2,3,3,96,4,3,4,1,1,19,2,0.3214285714285714,2,3,0.4,7,6,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
38,1,1,1,4,4,88,3,1,2,0,1,11,2,0.25,2,3,0.30000000000000004,2,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
29,1,1,1,3,4,70,4,2,3,8,1,12,4,0.3571428571428571,5,4,0.15000000000000002,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
32,1,1,24,4,1,80,3,2,4,1,0,15,4,0.3571428571428571,2,3,0.5,8,4,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
60,1,2,1,4,3,92,1,3,4,3,0,20,3,0.6785714285714285,2,4,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31,1,2,2,3,1,62,2,2,1,3,0,12,4,0.3214285714285714,1,3,0.1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
44,1,2,29,4,4,32,3,2,4,1,0,25,2,0.7142857142857142,3,3,1.0,11,13,17,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
39,0,1,2,4,3,64,3,3,3,0,0,25,4,0.7142857142857142,1,3,0.9500000000000001,6,11,8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24,1,0,4,1,1,46,2,1,4,0,0,17,4,0.21428571428571427,2,2,0.25,2,3,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
60,1,2,16,4,1,84,3,2,1,8,0,14,4,0.3571428571428571,1,3,0.1,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
31,1,2,23,3,2,64,2,2,4,0,0,21,2,0.3571428571428571,2,3,0.45,0,7,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
52,1,2,3,4,3,31,2,4,1,1,0,11,1,0.3571428571428571,3,4,0.25,6,1,16,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
46,0,2,4,2,4,33,2,5,2,2,0,14,3,0.9285714285714285,2,3,0.55,4,0,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
34,0,1,6,2,4,33,1,1,3,0,0,16,4,0.10714285714285714,3,2,0.1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
39,0,1,4,3,1,81,3,2,3,0,0,13,4,0.3571428571428571,2,1,0.45,2,3,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45,1,2,9,3,4,74,3,3,1,4,1,12,3,0.6428571428571428,2,3,0.25,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
